Time [s], Analyzer Name, Decoded Protocol Result
0.011605708333333,SENT (SAE J2716),Fast channel data: 13
0.011645708333333,SENT (SAE J2716),CRC data: 7
0.011676125000000,SENT (SAE J2716),Pause pulse length: 75
0.011795291666667,SENT (SAE J2716),Sync pulse: 
0.011885000000000,SENT (SAE J2716),Status nibble: 0
0.011904125000000,SENT (SAE J2716),Fast channel data: 2
0.011926583333333,SENT (SAE J2716),Fast channel data: 13
0.011966625000000,SENT (SAE J2716),Fast channel data: 7
0.011997041666667,SENT (SAE J2716),Fast channel data: 14
0.012038625000000,SENT (SAE J2716),Fast channel data: 10
0.012073750000000,SENT (SAE J2716),Fast channel data: 13
0.012113833333333,SENT (SAE J2716),CRC data: 7
0.012144208333333,SENT (SAE J2716),Pause pulse length: 75
0.012263458333333,SENT (SAE J2716),Sync pulse: 
0.012353041666667,SENT (SAE J2716),Status nibble: 0
0.012372250000000,SENT (SAE J2716),Fast channel data: 2
0.012394666666667,SENT (SAE J2716),Fast channel data: 13
0.012434666666667,SENT (SAE J2716),Fast channel data: 7
0.012465041666667,SENT (SAE J2716),Fast channel data: 14
0.012506541666667,SENT (SAE J2716),Fast channel data: 10
0.012541833333333,SENT (SAE J2716),Fast channel data: 13
0.012581791666667,SENT (SAE J2716),CRC data: 7
0.012612208333333,SENT (SAE J2716),Pause pulse length: 75
0.012731541666667,SENT (SAE J2716),Sync pulse: 
0.012821125000000,SENT (SAE J2716),Status nibble: 0
0.012840291666667,SENT (SAE J2716),Fast channel data: 2
0.012862708333333,SENT (SAE J2716),Fast channel data: 13
0.012902666666667,SENT (SAE J2716),Fast channel data: 7
0.012933083333333,SENT (SAE J2716),Fast channel data: 14
0.012974666666667,SENT (SAE J2716),Fast channel data: 10
0.013009875000000,SENT (SAE J2716),Fast channel data: 13
0.013049875000000,SENT (SAE J2716),CRC data: 7
0.013080250000000,SENT (SAE J2716),Pause pulse length: 75
0.013199541666667,SENT (SAE J2716),Sync pulse: 
0.013289125000000,SENT (SAE J2716),Status nibble: 4
0.013314750000000,SENT (SAE J2716),Fast channel data: 2
0.013337125000000,SENT (SAE J2716),Fast channel data: 13
0.013377083333333,SENT (SAE J2716),Fast channel data: 7
0.013407500000000,SENT (SAE J2716),Fast channel data: 14
0.013449083333333,SENT (SAE J2716),Fast channel data: 10
0.013484291666667,SENT (SAE J2716),Fast channel data: 13
0.013524291666667,SENT (SAE J2716),CRC data: 7
0.013554666666667,SENT (SAE J2716),Pause pulse length: 71
0.013667583333333,SENT (SAE J2716),Sync pulse: 
0.013757166666667,SENT (SAE J2716),Status nibble: 4
0.013782750000000,SENT (SAE J2716),Fast channel data: 2
0.013805125000000,SENT (SAE J2716),Fast channel data: 13
0.013845166666667,SENT (SAE J2716),Fast channel data: 7
0.013875541666667,SENT (SAE J2716),Fast channel data: 14
0.013917166666667,SENT (SAE J2716),Fast channel data: 10
0.013952333333333,SENT (SAE J2716),Fast channel data: 13
0.013992333333333,SENT (SAE J2716),CRC data: 7
0.014022708333333,SENT (SAE J2716),Pause pulse length: 71
0.014135625000000,SENT (SAE J2716),Sync pulse: 
0.014225208333333,SENT (SAE J2716),Status nibble: 0
0.014244375000000,SENT (SAE J2716),Fast channel data: 2
0.014266791666667,SENT (SAE J2716),Fast channel data: 13
0.014306791666667,SENT (SAE J2716),Fast channel data: 7
0.014337166666667,SENT (SAE J2716),Fast channel data: 14
0.014378750000000,SENT (SAE J2716),Fast channel data: 10
0.014413958333333,SENT (SAE J2716),Fast channel data: 13
0.014453958333333,SENT (SAE J2716),CRC data: 7
0.014484333333333,SENT (SAE J2716),Pause pulse length: 75
0.014603625000000,SENT (SAE J2716),Sync pulse: 
0.014693208333333,SENT (SAE J2716),Status nibble: 0
0.014712416666667,SENT (SAE J2716),Fast channel data: 2
0.014734791666667,SENT (SAE J2716),Fast channel data: 13
0.014774791666667,SENT (SAE J2716),Fast channel data: 7
0.014805208333333,SENT (SAE J2716),Fast channel data: 14
0.014846791666667,SENT (SAE J2716),Fast channel data: 10
0.014881958333333,SENT (SAE J2716),Fast channel data: 13
0.014921958333333,SENT (SAE J2716),CRC data: 7
0.014952375000000,SENT (SAE J2716),Pause pulse length: 75
0.015071666666667,SENT (SAE J2716),Sync pulse: 
0.015161250000000,SENT (SAE J2716),Status nibble: 8
0.015193250000000,SENT (SAE J2716),Fast channel data: 2
0.015215625000000,SENT (SAE J2716),Fast channel data: 13
0.015255666666667,SENT (SAE J2716),Fast channel data: 7
0.015286041666667,SENT (SAE J2716),Fast channel data: 14
0.015327625000000,SENT (SAE J2716),Fast channel data: 10
0.015362833333333,SENT (SAE J2716),Fast channel data: 13
0.015402833333333,SENT (SAE J2716),CRC data: 7
0.015433208333333,SENT (SAE J2716),Pause pulse length: 67
0.015539708333333,SENT (SAE J2716),Sync pulse: 
0.015629291666667,SENT (SAE J2716),Status nibble: 0
0.015648458333333,SENT (SAE J2716),Fast channel data: 2
0.015670875000000,SENT (SAE J2716),Fast channel data: 13
0.015710875000000,SENT (SAE J2716),Fast channel data: 7
0.015741291666667,SENT (SAE J2716),Fast channel data: 14
0.015782875000000,SENT (SAE J2716),Fast channel data: 10
0.015818041666667,SENT (SAE J2716),Fast channel data: 13
0.015858083333333,SENT (SAE J2716),CRC data: 7
0.015888458333333,SENT (SAE J2716),Pause pulse length: 75
0.016007750000000,SENT (SAE J2716),Sync pulse: 
0.016097333333333,SENT (SAE J2716),Status nibble: 4
0.016122916666667,SENT (SAE J2716),Fast channel data: 2
0.016145333333333,SENT (SAE J2716),Fast channel data: 13
0.016185333333333,SENT (SAE J2716),Fast channel data: 7
0.016215708333333,SENT (SAE J2716),Fast channel data: 14
0.016257291666667,SENT (SAE J2716),Fast channel data: 10
0.016292500000000,SENT (SAE J2716),Fast channel data: 13
0.016332500000000,SENT (SAE J2716),CRC data: 7
0.016362875000000,SENT (SAE J2716),Pause pulse length: 71
0.016475791666667,SENT (SAE J2716),Sync pulse: 
0.016565375000000,SENT (SAE J2716),Status nibble: 0
0.016584541666667,SENT (SAE J2716),Fast channel data: 2
0.016607000000000,SENT (SAE J2716),Fast channel data: 13
0.016647000000000,SENT (SAE J2716),Fast channel data: 7
0.016677375000000,SENT (SAE J2716),Fast channel data: 14
0.016719000000000,SENT (SAE J2716),Fast channel data: 10
0.016754166666667,SENT (SAE J2716),Fast channel data: 13
0.016794166666667,SENT (SAE J2716),CRC data: 7
0.016824541666667,SENT (SAE J2716),Pause pulse length: 75
0.016943875000000,SENT (SAE J2716),Sync pulse: 
0.017033458333333,SENT (SAE J2716),Status nibble: 0
0.017052625000000,SENT (SAE J2716),Fast channel data: 2
0.017075041666667,SENT (SAE J2716),Fast channel data: 13
0.017115041666667,SENT (SAE J2716),Fast channel data: 7
0.017145458333333,SENT (SAE J2716),Fast channel data: 14
0.017187041666667,SENT (SAE J2716),Fast channel data: 10
0.017222208333333,SENT (SAE J2716),Fast channel data: 13
0.017262250000000,SENT (SAE J2716),CRC data: 7
0.017292583333333,SENT (SAE J2716),Pause pulse length: 75
0.017411916666667,SENT (SAE J2716),Sync pulse: 
0.017501458333333,SENT (SAE J2716),Status nibble: 0
0.017520666666667,SENT (SAE J2716),Fast channel data: 2
0.017543083333333,SENT (SAE J2716),Fast channel data: 13
0.017583083333333,SENT (SAE J2716),Fast channel data: 7
0.017613458333333,SENT (SAE J2716),Fast channel data: 14
0.017655041666667,SENT (SAE J2716),Fast channel data: 10
0.017690250000000,SENT (SAE J2716),Fast channel data: 13
0.017730250000000,SENT (SAE J2716),CRC data: 7
0.017760625000000,SENT (SAE J2716),Pause pulse length: 75
0.017879916666667,SENT (SAE J2716),Sync pulse: 
0.017969541666667,SENT (SAE J2716),Status nibble: 4
0.017995125000000,SENT (SAE J2716),Fast channel data: 2
0.018017500000000,SENT (SAE J2716),Fast channel data: 13
0.018057500000000,SENT (SAE J2716),Fast channel data: 8
0.018089500000000,SENT (SAE J2716),Fast channel data: 14
0.018131083333333,SENT (SAE J2716),Fast channel data: 10
0.018166291666667,SENT (SAE J2716),Fast channel data: 13
0.018206291666667,SENT (SAE J2716),CRC data: 1
0.018227083333333,SENT (SAE J2716),Pause pulse length: 76
0.018348000000000,SENT (SAE J2716),Sync pulse: 
0.018437583333333,SENT (SAE J2716),Status nibble: 0
0.018456750000000,SENT (SAE J2716),Fast channel data: 2
0.018479166666667,SENT (SAE J2716),Fast channel data: 13
